0,0,0.1
0.1,0.01,0.099995
0.2,0.0199995,0.09998
0.3,0.0299975,0.099955
0.4,0.039993,0.09992
0.5,0.049985,0.099875
0.6,0.0599725,0.09982
0.7,0.0699545,0.0997551
0.8,0.07993,0.0996801
0.9,0.089898,0.0995952
1,0.0998575,0.0995003
1.1,0.109808,0.0993955
1.2,0.119747,0.0992807
1.3,0.129675,0.099156
1.4,0.139591,0.0990214
1.5,0.149493,0.0988768
1.6,0.159381,0.0987224
1.7,0.169253,0.0985581
1.8,0.179109,0.0983839
1.9,0.188947,0.0981999
2,0.198767,0.098006
2.1,0.208568,0.0978024
2.2,0.218348,0.0975889
2.3,0.228107,0.0973657
2.4,0.237843,0.0971327
2.5,0.247557,0.09689
2.6,0.257246,0.0966376
2.7,0.266909,0.0963755
2.8,0.276547,0.0961038
2.9,0.286157,0.0958224
3,0.29574,0.0955315
3.1,0.305293,0.095231
3.2,0.314816,0.0949209
3.3,0.324308,0.0946014
3.4,0.333768,0.0942723
3.5,0.343195,0.0939338
3.6,0.352589,0.0935859
3.7,0.361947,0.0932287
3.8,0.37127,0.0928621
3.9,0.380556,0.0924862
4,0.389805,0.092101
4.1,0.399015,0.0917066
4.2,0.408186,0.091303
4.3,0.417316,0.0908902
4.4,0.426405,0.0904684
4.5,0.435452,0.0900374
4.6,0.444456,0.0895975
4.7,0.453415,0.0891485
4.8,0.46233,0.0886907
4.9,0.471199,0.0882239
5,0.480022,0.0877483
5.1,0.488796,0.0872639
5.2,0.497523,0.0867707
5.3,0.5062,0.0862689
5.4,0.514827,0.0857583
5.5,0.523403,0.0852392
5.6,0.531927,0.0847116
5.7,0.540398,0.0841754
5.8,0.548815,0.0836308
5.9,0.557178,0.0830778
6,0.565486,0.0825165
6.1,0.573738,0.0819469
6.2,0.581932,0.081369
6.3,0.590069,0.080783
6.4,0.598148,0.0801889
6.5,0.606167,0.0795868
6.6,0.614125,0.0789766
6.7,0.622023,0.0783585
6.8,0.629859,0.0777326
6.9,0.637632,0.0770988
7,0.645342,0.0764574
7.1,0.652988,0.0758082
7.2,0.660568,0.0751514
7.3,0.668084,0.0744871
7.4,0.675532,0.0738153
7.5,0.682914,0.0731361
7.6,0.690227,0.0724495
7.7,0.697472,0.0717556
7.8,0.704648,0.0710546
7.9,0.711753,0.0703464
8,0.718788,0.0696311
8.1,0.725751,0.0689088
8.2,0.732642,0.0681796
8.3,0.73946,0.0674436
8.4,0.746204,0.0667008
8.5,0.752874,0.0659512
8.6,0.75947,0.065195
8.7,0.765989,0.0644323
8.8,0.772432,0.0636631
8.9,0.778799,0.0628875
9,0.785087,0.0621056
9.1,0.791298,0.0613174
9.2,0.79743,0.060523
9.3,0.803482,0.0597225
9.4,0.809454,0.0589161
9.5,0.815346,0.0581037
9.6,0.821156,0.0572854
9.7,0.826885,0.0564614
9.8,0.832531,0.0556317
9.9,0.838094,0.0547964
10,0.843574,0.0539555
10.1,0.848969,0.0531093
10.2,0.85428,0.0522576
10.3,0.859506,0.0514008
10.4,0.864646,0.0505387
10.5,0.8697,0.0496715
10.6,0.874667,0.0487993
10.7,0.879547,0.0479222
10.8,0.884339,0.0470403
10.9,0.889043,0.0461536
11,0.893659,0.0452622
11.1,0.898185,0.0443663
11.2,0.902621,0.0434659
11.3,0.906968,0.0425611
11.4,0.911224,0.041652
11.5,0.915389,0.0407387
11.6,0.919463,0.0398213
11.7,0.923445,0.0388998
11.8,0.927335,0.0379744
11.9,0.931133,0.0370452
12,0.934837,0.0361122
12.1,0.938448,0.0351756
12.2,0.941966,0.0342354
12.3,0.94539,0.0332917
12.4,0.948719,0.0323446
12.5,0.951953,0.0313943
12.6,0.955093,0.0304408
12.7,0.958137,0.0294842
12.8,0.961085,0.0285246
12.9,0.963938,0.027562
13,0.966694,0.0265967
13.1,0.969353,0.0256287
13.2,0.971916,0.0246581
13.3,0.974382,0.0236849
13.4,0.976751,0.0227094
13.5,0.979022,0.0217315
13.6,0.981195,0.0207514
13.7,0.98327,0.0197691
13.8,0.985247,0.0187849
13.9,0.987125,0.0177987
14,0.988905,0.0168107
14.1,0.990586,0.0158209
14.2,0.992168,0.0148295
14.3,0.993651,0.0138366
14.4,0.995035,0.0128423
14.5,0.996319,0.0118466
14.6,0.997504,0.0108497
14.7,0.998589,0.00985166
14.8,0.999574,0.00885257
14.9,1.00046,0.00785256
15,1.00124,0.00685171
15.1,1.00193,0.00585012
15.2,1.00251,0.0048479
15.3,1.003,0.00384514
15.4,1.00338,0.00284195
15.5,1.00367,0.00183842
15.6,1.00385,0.000834662
15.7,1.00394,-0.000169232
15.8,1.00392,-0.00117316
15.9,1.0038,-0.00217702
16,1.00358,-0.00318071
16.1,1.00327,-0.00418414
16.2,1.00285,-0.00518719
16.3,1.00233,-0.00618978
16.4,1.00171,-0.0071918
16.5,1.00099,-0.00819315
16.6,1.00017,-0.00919373
16.7,0.999251,-0.0101934
16.8,0.998232,-0.0111922
16.9,0.997113,-0.0121899
17,0.995894,-0.0131864
17.1,0.994575,-0.0141816
17.2,0.993157,-0.0151755
17.3,0.99164,-0.0161679
17.4,0.990023,-0.0171587
17.5,0.988307,-0.0181479
17.6,0.986492,-0.0191353
17.7,0.984579,-0.0201208
17.8,0.982566,-0.0211044
17.9,0.980456,-0.0220859
18,0.978247,-0.0230652
18.1,0.975941,-0.0240423
18.2,0.973537,-0.0250171
18.3,0.971035,-0.0259893
18.4,0.968436,-0.0269591
18.5,0.96574,-0.0279262
18.6,0.962948,-0.0288905
18.7,0.960059,-0.029852
18.8,0.957073,-0.0308106
18.9,0.953992,-0.0317661
19,0.950816,-0.0327185
19.1,0.947544,-0.0336677
19.2,0.944177,-0.0346136
19.3,0.940716,-0.035556
19.4,0.93716,-0.0364949
19.5,0.933511,-0.0374303
19.6,0.929768,-0.0383619
19.7,0.925931,-0.0392898
19.8,0.922002,-0.0402137
19.9,0.917981,-0.0411337
20,0.913868,-0.0420496
20.1,0.909663,-0.0429614
20.2,0.905367,-0.0438689
20.3,0.90098,-0.0447721
20.4,0.896502,-0.0456708
20.5,0.891935,-0.0465651
20.6,0.887279,-0.0474547
20.7,0.882533,-0.0483396
20.8,0.877699,-0.0492197
20.9,0.872777,-0.0500949
21,0.867768,-0.0509652
21.1,0.862671,-0.0518304
21.2,0.857488,-0.0526905
21.3,0.852219,-0.0535454
21.4,0.846865,-0.0543949
21.5,0.841425,-0.055239
21.6,0.835901,-0.0560777
21.7,0.830294,-0.0569108
21.8,0.824603,-0.0577382
21.9,0.818829,-0.05856
22,0.812973,-0.0593759
22.1,0.807035,-0.0601859
22.2,0.801017,-0.0609899
22.3,0.794918,-0.0617879
22.4,0.788739,-0.0625797
22.5,0.782481,-0.0633653
22.6,0.776144,-0.0641446
22.7,0.76973,-0.0649175
22.8,0.763238,-0.065684
22.9,0.75667,-0.066444
